46c69e42-6436-491a-b7fc-a9461f41ea33,448210
324acbc1-c871-4f77-bf26-7145c3934d2e,531110
21ec8951-af36-4d50-9847-76fec62e15fb,532230
10d6b055-2b1c-44ba-a90e-968ed76c71a2,811111
6b3a670a-f4f8-48ed-a7da-44703b608fda,541110
0a389697-a811-4c2c-82c7-c9ad6e210fe2,541613
b058f852-e0cb-418e-ae5b-bdfd1f05eb4d,541410
d6604e0c-f96a-4b2a-9c7a-03484a96f069,541213
b0e51413-aed3-4f01-b1e9-cef2a94275db,523930
071a4bc9-1b33-431b-b87c-be2def3dee1e,236220
b0e14c6d-a665-4c0c-b4aa-361903cb046c,541110
296dc060-8dfc-47e1-9123-c123b1115e37,813110
238bf281-d283-4522-960b-40f2bf9f5248,611699
cee10584-5614-4730-8a30-00a62ef77b34,442110
f7dc4a96-9d2e-4dc5-afee-53e90baafca5,722511
92262dc4-7765-419d-9b8c-82abb67a1fe4,541110
2ff8fea1-6603-4033-89bb-ebcd4d96c632,442110
932fc1fc-311d-48f9-8555-cc818d6df6e7,525910
ff8f34c6-ec9a-43cd-8299-47d37bbc08ff,445110
f4fba167-af14-4ecc-9183-79bde6d72c89,531110
b63e769d-63ba-48c0-bc38-2748b674eb8c,238990
5de8bbad-2621-4f23-8b54-99dcacf7bda9,624410
135dfc82-db76-41e3-a85a-91d0705fd0cb,811412
f2ca4967-7465-4d7d-ac95-45cebd9b7227,611620
2937ec62-4666-44e0-b4ca-85726fe71069,451211
33801e66-d0cd-494d-9fc4-4e210634dffe,448130
51cbac5e-1c52-4689-ab7f-183bac34c024,311423
eeba8f32-687b-49a1-9f35-e463e9f8c732,445110
eef4924e-afe0-4a43-9d37-45f8bb8b1e97,441228
874fac5a-9947-4396-9350-009ba752e020,453220
5f5d90f3-f166-47e8-a53b-c5f3b7bd8b92,813110
a1e8991b-5907-4c4a-a722-009a4f548363,488410
b9cc6b3c-eaf2-4b13-bff4-a0a9764d7e55,721110
45828bae-e72d-4958-a519-d06784029e0d,522320
6df56041-3f1f-4862-953d-b79b621eb8a9,488210
d71b41bd-5f89-447d-9ee9-574a64ebb5fb,624410
b058ea26-9e35-42f1-a3db-34c6ad6bd5cd,811111
5ff2332f-a676-45ab-85ba-19339062a1ae,236115
5a045cf9-af7f-498c-b234-381cdced0541,611610
b325a20d-98a3-4337-83f2-38e8207bb27c,524210
ee0e408b-6e2b-4832-bec0-b3b98f1dd0cb,522110
829f2801-4360-4f4a-96f4-64635fa2e8ba,532111
773e3ea3-7dac-42b9-836a-91cbba97b6b3,446110
59766f54-b5cc-45c4-8e9b-54e92f08fcd1,453998
87080ca4-c747-4b80-ad7c-82bcc546b0b9,522130
b379396a-b78c-414f-80d1-923b56913b17,621111
1a1727f5-0959-47a6-b6af-e1b4649a74c4,621111
