ee0e408b-6e2b-4832-bec0-b3b98f1dd0cb,522110
0b864fa5-4668-4cd1-baea-b90b4e78375b,423
c3de46c9-a88c-49d1-8224-a8a7c1488c0c,611620
320a4758-5b75-4d4d-b1a1-c552dc9e325f,444120
16d553b2-5412-4dc5-bc22-6975161aa7fc,238220
c66d3a16-b42d-4206-bffa-7c2bc6515784,541940
3cbeae9a-e3dd-42b5-b8d0-bf3c968222d9,524127
10d6b055-2b1c-44ba-a90e-968ed76c71a2,811111
dc5cae1f-561b-4ba5-8a76-be3255c81f8d,813110
38179cba-bafd-4028-94e6-5066b6b3bf5d,711410
1f071e1f-54a3-4236-9558-82094648e9d8,713940
44043b09-a8a2-4659-8962-b164bebe1e66,561730
bf525a00-293a-42bd-a471-d290e36f6866,522320
cd4e6179-0ecc-4265-a469-af4dba2ddf81,311811
31d24f2e-8108-43aa-8792-81c2c5405cda,236118
6fcd4086-2bcd-4bfe-a211-0ce2f074a605,621610
97597b12-89b8-4d1a-8e49-a5f18ce87406,446110
bf655c20-97ac-4c17-ba03-a7a8ca6d75b8,621111
ee0b2122-21ac-4e4b-a46a-9602e5a02697,812112
a2f3a394-fc30-4cc4-89bf-c53d757af13a,621210
59297f02-21e6-4c2f-9cca-4c4379af70b9,722511
18bfa3b5-ca4c-466c-a4a3-86c676c1280b,443141
1c906f53-bc05-4e7c-82e4-e0ed8cb1fefb,531210
3c9447d9-bd33-4e5e-87a6-c1e2cec2c738,517919
2e4caaf9-94fb-45b6-a724-b9bc742c2c17,624410
cf82a090-a05a-4b90-a111-f67bf26f6bb7,448190
f93bea50-70d2-4e45-af8c-91934a6f99d6,541940
8cd7ee81-1e64-4d45-825a-a40d15ea06d5,813110
245dbb0f-ba3c-4c57-8c9c-767312c63214,611620
d016ab0c-b46e-40fe-ad4b-4b2a80475705,523930
aac916a2-95a2-4521-bd70-419b276507af,541519
5de8bbad-2621-4f23-8b54-99dcacf7bda9,624410
6a36e5ef-08ce-4613-a4ea-e0f96f671f13,532310
b379396a-b78c-414f-80d1-923b56913b17,621111
50d8d017-afa8-46b2-99e6-16045898abbb,812113
9eabca8e-b8a6-449a-8251-7b80126f223e,813319
7bc006ea-6d32-4184-8098-c0421fa79443,722410
0b1c710f-df55-4c34-9318-1d3aef95acb5,812199
6a1540b6-5445-4f43-99aa-06a468cd9a06,541511
284c2214-9e6c-49e9-939f-dba2738af713,811198
61531c69-4d70-4271-ac2e-55c7cc204560,444120
2d378ea4-0252-45cb-89ec-b27b8f8e454e,541110
c5392b5b-467d-4238-8418-65a8b24be334,446199
7edf22fa-e46d-4a17-8a74-ba3c9d6e3768,811192
ea4e0940-6472-42fa-afe1-741e2e131561,722320
5d7d1a55-dfe8-49dd-bc8d-b1a0ecf5de9f,812910
27814e2a-5e8b-4e3b-8d1e-df901e7f2112,541921
64aad512-4c2b-409f-8c9e-92a9a921526c,524128
6395a6bb-b8e7-4fff-bcd8-9dfba4cdeafb,522110
79822de4-9aff-4e69-aa46-85f8c8088fec,812210
0976b82a-129e-432a-8cb9-ef7b37b22dd8,561520
1f99e655-02c8-4032-bacc-59696d38ae88,813319
9242edf8-b19d-490e-b4bf-a27260df3943,532230
55df5c34-36c0-4f0e-884c-54feb6ecb70b,511130
2bd6c659-6cb2-416a-bd46-09a48bda2fbe,541611
